; "SupportedThreads",0,"UsedThreads",0,"TotalMemory",1040531456,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1536577323,"CurrentTimeLocal","Mon Sep 10 14:02:03 2018","Hostname","localhost.localdomain","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.002875
; "Time_ContextDestroy [ms]", 0.003542
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Complex","float",1,"radix357",531441,0,0,6,28,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",531441,0,0,7,28,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",531441,0,0,8,28,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",531441,0,0,9,28,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",531441,0,0,10,28,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",531441,0,0,11,28,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,0,41,"FFT data exceeds physical memory. 662405<19765032 (bytes)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,1,41,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,2,41,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,3,41,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,4,41,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,5,41,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,6,41,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,7,41,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,8,41,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,9,41,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,10,41,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,11,41,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",1,"oddshape",19,0,0,0,42,"Warmup",0.003792,1.559909,0.22191,0.002292,0.007875,0.006875,0.001083,0.008541,1.828818,80,0,76,3.877719026e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",19,0,0,1,42,"Warmup",0.001542,1.163463,0.228076,0.001417,0.006916,0.006958,0.001459,0.007708,1.428622,80,0,76,3.877719026e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",19,0,0,2,42,"Success",0.001375,1.03655,0.206035,0.001833,0.005333,0.004874,0.001042,0.006833,1.275794,80,0,76,3.877719026e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",19,0,0,3,42,"Success",0.001709,1.023842,0.221201,0.00125,0.005374,0.004875,0.000875,0.007291,1.279668,80,0,76,3.877719026e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",19,0,0,4,42,"Success",0.001125,0.977428,0.20191,0.00125,0.005125,0.004917,0.000875,0.006541,1.20992,80,0,76,3.877719026e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",19,0,0,5,42,"Success",0.001042,0.982719,0.394988,0.001792,0.007333,0.005249,0.001375,0.007333,1.41433,80,0,76,3.877719026e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",19,0,0,6,42,"Success",0.001125,1.01176,0.20491,0.001333,0.004958,0.005292,0.000917,0.006791,1.248044,80,0,76,3.877719026e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",19,0,0,7,42,"Success",0.002208,1.02426,0.215285,0.001458,0.005833,0.005125,0.001,0.006541,1.273877,80,0,76,3.877719026e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",19,0,0,8,42,"Success",0.001167,0.968053,0.21166,0.00125,0.005667,0.005249,0.000875,0.006292,1.211546,80,0,76,3.877719026e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",19,0,0,9,42,"Success",0.001958,0.898847,0.269866,0.001459,0.005999,0.005625,0.001042,0.006708,1.202587,80,0,76,3.877719026e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",19,0,0,10,42,"Success",0.00125,0.939012,0.203744,0.001041,0.00575,0.004291,0.000875,0.006,1.172505,80,0,76,3.877719026e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",19,0,0,11,42,"Success",0.001166,0.95272,0.204952,0.001042,0.00525,0.004458,0.00125,0.055873,1.237878,80,0,76,3.877719026e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",361,0,0,0,43,"Warmup",0.005542,14.726538,13.856399,0.005583,0.070665,0.066081,0.001666,0.016041,28.767014,1448,0,1444,7.7502673474e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",361,0,0,1,43,"Warmup",0.097205,14.44088,13.626864,0.004708,0.150537,0.069581,0.002167,0.016457,28.424941,1448,0,1444,7.7502673474e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",361,0,0,2,43,"Success",0.099539,14.341759,13.605948,0.004708,0.069873,0.065706,0.001667,0.015249,28.219281,1448,0,1444,7.7502673474e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",361,0,0,3,43,"Success",0.140662,14.374049,13.59424,0.005292,0.072498,0.065581,0.001375,0.0135,28.28278,1448,0,1444,7.7502673474e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",361,0,0,4,43,"Success",0.089039,14.279552,13.651238,0.004,0.068247,0.065831,0.001458,0.014124,28.187991,1448,0,1444,7.7502673474e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",361,0,0,5,43,"Success",0.090956,14.356217,13.642114,0.080081,0.074998,0.066248,0.001583,0.015875,28.344069,1448,0,1444,7.7502673474e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",361,0,0,6,43,"Success",0.091872,14.386923,13.699195,0.005583,0.069998,0.065498,0.001541,0.013125,28.350444,1448,0,1444,7.7502673474e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",361,0,0,7,43,"Success",0.098664,14.411631,13.579365,0.006084,0.068747,0.064956,0.001583,0.014666,28.260655,1448,0,1444,7.7502673474e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",361,0,0,8,43,"Success",0.095164,14.248553,13.739235,0.005125,0.069164,0.065998,0.0015,0.015042,28.254322,1448,0,1444,7.7502673474e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",361,0,0,9,43,"Success",0.096247,14.314843,13.589157,0.006375,0.071206,0.065373,0.001417,0.014374,28.173866,1448,0,1444,7.7502673474e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",361,0,0,10,43,"Success",0.088455,14.3553,13.982311,0.006667,0.070289,0.065873,0.001666,0.014666,28.601436,1448,0,1444,7.7502673474e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",361,0,0,11,43,"Success",0.092122,14.325175,13.574407,0.005542,0.068373,0.065415,0.001666,0.013999,28.162158,1448,0,1444,7.7502673474e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",6859,0,0,0,44,"Warmup",0.007541,260.624449,259.087581,0.050166,1.990563,1.910731,0.016041,0.035291,523.747277,27440,0,27436,8.2592469587e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",6859,0,0,1,44,"Warmup",0.072747,260.933106,259.05654,0.041916,2.054518,1.917732,0.017375,0.037374,524.156682,27440,0,27436,8.2592469587e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",6859,0,0,2,44,"Success",0.070956,260.972229,258.98275,0.054415,1.990396,1.910023,0.017958,0.038624,524.062893,27440,0,27436,8.2592469587e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",6859,0,0,3,44,"Success",0.068081,261.575085,259.399487,0.046249,1.978354,1.904357,0.016916,0.033791,525.044612,27440,0,27436,8.2592469587e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",6859,0,0,4,44,"Success",0.071456,260.918564,258.488932,0.049374,1.993312,1.906898,0.016458,0.034416,523.505077,27440,0,27436,8.2592469587e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",6859,0,0,5,44,"Success",0.071456,261.288261,259.386529,0.051123,1.984105,1.894399,0.016375,0.037707,524.753537,27440,0,27436,8.2592469587e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",6859,0,0,6,44,"Success",0.076206,261.334593,259.014707,0.056415,2.075268,1.913107,0.017541,0.039415,524.552294,27440,0,27436,8.2592469587e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",6859,0,0,7,44,"Success",0.071123,261.053227,258.780423,0.05054,2.05606,1.90319,0.018208,0.037624,523.99677,27440,0,27436,8.2592469587e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",6859,0,0,8,44,"Success",0.066582,260.818901,258.393436,0.051207,1.97148,1.898857,0.018583,0.035582,523.279167,27440,0,27436,8.2592469587e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",6859,0,0,9,44,"Success",0.07304,261.631376,258.82488,0.046415,1.982355,1.903023,0.016875,0.034915,524.537003,27440,0,27436,8.2592469587e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",6859,0,0,10,44,"Success",0.068331,261.087393,259.332781,0.04729,2.061727,1.908815,0.017499,0.038915,524.588001,27440,0,27436,8.2592469587e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",6859,0,0,11,44,"Success",0.080331,260.983312,259.354822,0.058915,2.056686,1.942481,0.017291,0.039208,524.557086,27440,0,27436,8.2592469587e-08,0
"Fftw","Inplace","Real","float",1,"oddshape",130321,0,0,0,45,"FFT data exceeds physical memory. 662405<1563864 (bytes)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",1,"oddshape",130321,0,0,1,45,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",1,"oddshape",130321,0,0,2,45,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",1,"oddshape",130321,0,0,3,45,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",1,"oddshape",130321,0,0,4,45,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",1,"oddshape",130321,0,0,5,45,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",1,"oddshape",130321,0,0,6,45,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",1,"oddshape",130321,0,0,7,45,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",1,"oddshape",130321,0,0,8,45,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",1,"oddshape",130321,0,0,9,45,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",1,"oddshape",130321,0,0,10,45,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",1,"oddshape",130321,0,0,11,45,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",1,"powerof2",4,0,0,0,0,"Warmup",0.0015,2.178474,1.419706,0.000916,0.001333,0.001042,0.000792,0.004667,3.619387,24,0,16,0,0
"Fftw","Inplace","Real","float",1,"powerof2",4,0,0,1,0,"Warmup",0.001375,2.115392,1.456913,0.001208,0.001375,0.001084,0.000834,0.004708,3.594137,24,0,16,0,0
"Fftw","Inplace","Real","float",1,"powerof2",4,0,0,2,0,"Success",0.001125,2.295553,1.482329,0.001416,0.00175,0.001042,0.000833,0.005583,3.799714,24,0,16,0,0
"Fftw","Inplace","Real","float",1,"powerof2",4,0,0,3,0,"Success",0.00175,2.266721,1.452122,0.001167,0.001708,0.001042,0.000833,0.004749,3.741549,24,0,16,0,0
"Fftw","Inplace","Real","float",1,"powerof2",4,0,0,4,0,"Success",0.00175,2.177098,1.554076,0.000958,0.002042,0.001083,0.000958,0.004749,3.754382,24,0,16,0,0
"Fftw","Inplace","Real","float",1,"powerof2",4,0,0,5,0,"Success",0.001125,2.213514,1.473162,0.000959,0.001875,0.001042,0.00125,0.00425,3.708176,24,0,16,0,0
"Fftw","Inplace","Real","float",1,"powerof2",4,0,0,6,0,"Success",0.001333,2.13485,1.444872,0.00125,0.001584,0.001083,0.000833,0.004541,3.600387,24,0,16,0,0
"Fftw","Inplace","Real","float",1,"powerof2",4,0,0,7,0,"Success",0.001166,2.204097,1.458829,0.000958,0.00175,0.001042,0.000833,0.0045,3.683051,24,0,16,0,0
"Fftw","Inplace","Real","float",1,"powerof2",4,0,0,8,0,"Success",0.001209,2.175431,1.440621,0.00125,0.001542,0.001041,0.001,0.004375,3.636719,24,0,16,0,0
"Fftw","Inplace","Real","float",1,"powerof2",4,0,0,9,0,"Success",0.001458,2.121434,1.401748,0.000958,0.001583,0.001042,0.000792,0.004333,3.543889,24,0,16,0,0
"Fftw","Inplace","Real","float",1,"powerof2",4,0,0,10,0,"Success",0.001166,2.245388,1.420497,0.001,0.002125,0.001041,0.000833,0.004542,3.687759,24,0,16,0,0
"Fftw","Inplace","Real","float",1,"powerof2",4,0,0,11,0,"Success",0.001375,2.135349,1.454829,0.000958,0.0015,0.001041,0.000791,0.004374,3.611345,24,0,16,0,0
"Fftw","Inplace","Real","float",1,"powerof2",8,0,0,0,1,"Warmup",0.004083,2.382425,1.388539,0.001375,0.002166,0.001125,0.001,0.004791,3.799964,40,0,32,0,0
"Fftw","Inplace","Real","float",1,"powerof2",8,0,0,1,1,"Warmup",0.001917,2.317844,1.415997,0.001667,0.002375,0.001166,0.001,0.004291,3.75784,40,0,32,0,0
"Fftw","Inplace","Real","float",1,"powerof2",8,0,0,2,1,"Success",0.001667,2.148932,1.366999,0.001584,0.001541,0.001209,0.000999,0.004584,3.538514,40,0,32,0,0
"Fftw","Inplace","Real","float",1,"powerof2",8,0,0,3,1,"Success",0.001125,2.11985,1.348,0.001334,0.001541,0.001125,0.000791,0.004541,3.489599,40,0,32,0,0
"Fftw","Inplace","Real","float",1,"powerof2",8,0,0,4,1,"Success",0.001333,2.213597,1.395331,0.001333,0.001792,0.001125,0.000833,0.004958,3.632636,40,0,32,0,0
"Fftw","Inplace","Real","float",1,"powerof2",8,0,0,5,1,"Success",0.001458,2.080851,1.353791,0.001333,0.029916,0.001333,0.000958,0.004833,3.486058,40,0,32,0,0
"Fftw","Inplace","Real","float",1,"powerof2",8,0,0,6,1,"Success",0.00125,2.061352,1.34675,0.001292,0.001708,0.001167,0.000833,0.00425,3.4291,40,0,32,0,0
"Fftw","Inplace","Real","float",1,"powerof2",8,0,0,7,1,"Success",0.001125,2.212806,1.358624,0.000958,0.002042,0.001125,0.000833,0.005083,3.593304,40,0,32,0,0
"Fftw","Inplace","Real","float",1,"powerof2",8,0,0,8,1,"Success",0.001708,2.07881,1.382707,0.00125,0.001625,0.001166,0.000834,0.004667,3.483058,40,0,32,0,0
"Fftw","Inplace","Real","float",1,"powerof2",8,0,0,9,1,"Success",0.00125,2.047477,1.468412,0.001374,0.00175,0.001166,0.000833,0.00475,3.537722,40,0,32,0,0
"Fftw","Inplace","Real","float",1,"powerof2",8,0,0,10,1,"Success",0.001667,2.082518,1.352291,0.001458,0.001792,0.001125,0.000834,0.004166,3.4566,40,0,32,0,0
"Fftw","Inplace","Real","float",1,"powerof2",8,0,0,11,1,"Success",0.001333,2.077851,1.380082,0.001083,0.00175,0.001083,0.000834,0.004333,3.478974,40,0,32,0,0
"Fftw","Inplace","Real","float",1,"powerof2",16,0,0,0,2,"Warmup",0.003334,2.510005,1.541827,0.001625,0.003625,0.0015,0.001,0.005584,4.084706,72,0,64,0,0
"Fftw","Inplace","Real","float",1,"powerof2",16,0,0,1,2,"Warmup",0.001542,2.236555,1.42483,0.001417,0.002458,0.001417,0.000833,0.004542,3.685301,72,0,64,0,0
"Fftw","Inplace","Real","float",1,"powerof2",16,0,0,2,2,"Success",0.001084,2.122308,1.432122,0.001542,0.0025,0.001459,0.001041,0.005208,3.579263,72,0,64,0,0
"Fftw","Inplace","Real","float",1,"powerof2",16,0,0,3,2,"Success",0.001708,2.014812,1.562992,0.001375,0.003167,0.0015,0.000792,0.005125,3.603554,72,0,64,0,0
"Fftw","Inplace","Real","float",1,"powerof2",16,0,0,4,2,"Success",0.001083,2.087226,1.401373,0.001583,0.002083,0.001417,0.000791,0.003958,3.51114,72,0,64,0,0
"Fftw","Inplace","Real","float",1,"powerof2",16,0,0,5,2,"Success",0.001583,2.054769,1.403789,0.001208,0.002459,0.001458,0.000834,0.004542,3.481849,72,0,64,0,0
"Fftw","Inplace","Real","float",1,"powerof2",16,0,0,6,2,"Success",0.001125,2.140475,1.451121,0.00175,0.002917,0.001459,0.000833,0.004875,3.615179,72,0,64,0,0
"Fftw","Inplace","Real","float",1,"powerof2",16,0,0,7,2,"Success",0.001375,2.058769,1.398123,0.001417,0.002459,0.001417,0.000833,0.032499,3.506724,72,0,64,0,0
"Fftw","Inplace","Real","float",1,"powerof2",16,0,0,8,2,"Success",0.001209,2.028936,1.401081,0.001459,0.002667,0.001416,0.000833,0.004625,3.451892,72,0,64,0,0
"Fftw","Inplace","Real","float",1,"powerof2",16,0,0,9,2,"Success",0.001375,2.1176,1.457204,0.001333,0.003083,0.001458,0.000792,0.004458,3.597845,72,0,64,0,0
"Fftw","Inplace","Real","float",1,"powerof2",16,0,0,10,2,"Success",0.001083,2.052686,1.435788,0.001416,0.0025,0.0015,0.000833,0.005083,3.511806,72,0,64,0,0
"Fftw","Inplace","Real","float",1,"powerof2",16,0,0,11,2,"Success",0.001083,2.008562,1.383498,0.0015,0.00225,0.001458,0.000834,0.004708,3.413852,72,0,64,0,0
"Fftw","Inplace","Real","float",1,"powerof2",32,0,0,0,3,"Warmup",0.002875,34.231884,27.242062,0.001667,0.004708,0.002083,0.001083,0.005459,61.507863,136,0,128,0,0
"Fftw","Inplace","Real","float",1,"powerof2",32,0,0,1,3,"Warmup",0.001292,33.591362,27.285894,0.00175,0.006416,0.00225,0.001084,0.00525,60.908673,136,0,128,0,0
"Fftw","Inplace","Real","float",1,"powerof2",32,0,0,2,3,"Success",0.001375,33.675902,27.343392,0.001625,0.004833,0.002375,0.001083,0.005833,61.050751,136,0,128,0,0
"Fftw","Inplace","Real","float",1,"powerof2",32,0,0,3,3,"Success",0.001375,33.847063,27.264145,0.001833,0.005542,0.001958,0.001541,0.005625,61.144748,136,0,128,0,0
"Fftw","Inplace","Real","float",1,"powerof2",32,0,0,4,3,"Success",0.001458,33.577947,27.457014,0.001959,0.007208,0.001958,0.000917,0.005708,61.068834,136,0,128,0,0
"Fftw","Inplace","Real","float",1,"powerof2",32,0,0,5,3,"Success",0.001084,33.584697,27.129774,0.001708,0.005667,0.002,0.001083,0.005624,60.746553,136,0,128,0,0
"Fftw","Inplace","Real","float",1,"powerof2",32,0,0,6,3,"Success",0.001791,33.529115,27.182272,0.0015,0.007708,0.002208,0.001083,0.00525,60.745511,136,0,128,0,0
"Fftw","Inplace","Real","float",1,"powerof2",32,0,0,7,3,"Success",0.001125,33.065879,26.89074,0.001459,0.004166,0.001999,0.001084,0.005375,59.984743,136,0,128,0,0
"Fftw","Inplace","Real","float",1,"powerof2",32,0,0,8,3,"Success",0.001417,33.485617,27.311852,0.001542,0.006375,0.002041,0.000958,0.004833,60.829842,136,0,128,0,0
"Fftw","Inplace","Real","float",1,"powerof2",32,0,0,9,3,"Success",0.001375,33.229416,27.20673,0.002042,0.006583,0.002,0.000917,0.005708,60.468103,136,0,128,0,0
"Fftw","Inplace","Real","float",1,"powerof2",32,0,0,10,3,"Success",0.001167,33.368703,27.314018,0.002042,0.006083,0.001959,0.001125,0.005459,60.714887,136,0,128,0,0
"Fftw","Inplace","Real","float",1,"powerof2",32,0,0,11,3,"Success",0.001125,33.494449,27.306643,0.001542,0.005166,0.002,0.000917,0.005708,60.832092,136,0,128,0,0
"Fftw","Inplace","Real","float",1,"powerof2",64,0,0,0,4,"Warmup",0.002667,72.710052,78.529536,0.002917,0.028082,0.006874,0.001166,0.009124,151.308545,264,0,256,0,0
"Fftw","Inplace","Real","float",1,"powerof2",64,0,0,1,4,"Warmup",0.001584,72.241109,78.178214,0.002041,0.025666,0.006749,0.001375,0.008542,150.481237,264,0,256,0,0
"Fftw","Inplace","Real","float",1,"powerof2",64,0,0,2,4,"Success",0.002291,72.279982,77.891264,0.002,0.025666,0.005374,0.001375,0.009,150.233287,264,0,256,0,0
"Fftw","Inplace","Real","float",1,"powerof2",64,0,0,3,4,"Success",0.001167,72.498642,77.911139,0.002292,0.022957,0.006167,0.001167,0.0085,150.469322,264,0,256,0,0
"Fftw","Inplace","Real","float",1,"powerof2",64,0,0,4,4,"Success",0.001209,72.302441,78.259045,0.002166,0.027082,0.006583,0.001125,0.008583,150.625525,264,0,256,0,0
"Fftw","Inplace","Real","float",1,"powerof2",64,0,0,5,4,"Success",0.001458,72.176402,77.918514,0.002125,0.023958,0.006291,0.001333,0.00825,150.154498,264,0,256,0,0
"Fftw","Inplace","Real","float",1,"powerof2",64,0,0,6,4,"Success",0.001208,72.278941,77.477528,0.002292,0.024499,0.007083,0.001166,0.008749,149.8183,264,0,256,0,0
"Fftw","Inplace","Real","float",1,"powerof2",64,0,0,7,4,"Success",0.001542,72.634513,76.927087,0.002042,0.023291,0.00575,0.001167,0.007583,149.62014,264,0,256,0,0
"Fftw","Inplace","Real","float",1,"powerof2",64,0,0,8,4,"Success",0.001583,72.660887,78.236671,0.002084,0.025166,0.007041,0.001125,0.00875,150.961473,264,0,256,0,0
"Fftw","Inplace","Real","float",1,"powerof2",64,0,0,9,4,"Success",0.001291,72.274066,77.818475,0.00175,0.024583,0.006375,0.0015,0.008083,150.154622,264,0,256,0,0
"Fftw","Inplace","Real","float",1,"powerof2",64,0,0,10,4,"Success",0.001167,72.201527,77.688396,0.002416,0.023749,0.005958,0.001208,0.008375,149.948671,264,0,256,0,0
"Fftw","Inplace","Real","float",1,"powerof2",64,0,0,11,4,"Success",0.001375,72.910713,78.158881,0.002209,0.025583,0.005917,0.001166,0.008916,151.131883,264,0,256,0,0
"Fftw","Inplace","Real","float",1,"powerof2",128,0,0,0,5,"Warmup",0.299407,120.16998,131.579163,0.00275,0.075414,0.022916,0.001625,0.017958,252.190421,520,0,512,0,0
"Fftw","Inplace","Real","float",1,"powerof2",128,0,0,1,5,"Warmup",0.062457,119.227176,131.868321,0.002583,0.022791,0.019833,0.001459,0.015499,251.238493,520,0,512,0,0
"Fftw","Inplace","Real","float",1,"powerof2",128,0,0,2,5,"Success",0.004,118.860229,131.377212,0.002583,0.023082,0.02,0.001333,0.015333,250.321897,520,0,512,0,0
"Fftw","Inplace","Real","float",1,"powerof2",128,0,0,3,5,"Success",0.090706,119.515417,131.390295,0.002958,0.023958,0.019249,0.001292,0.016083,251.076665,520,0,512,0,0
"Fftw","Inplace","Real","float",1,"powerof2",128,0,0,4,5,"Success",0.00425,118.400369,131.603121,0.002791,0.023583,0.018541,0.001333,0.01475,250.087487,520,0,512,0,0
"Fftw","Inplace","Real","float",1,"powerof2",128,0,0,5,5,"Success",0.063039,119.085931,131.959652,0.003041,0.0235,0.021499,0.0015,0.016541,251.192744,520,0,512,0,0
"Fftw","Inplace","Real","float",1,"powerof2",128,0,0,6,5,"Success",0.036957,118.887062,131.119844,0.003166,0.020708,0.011999,0.00125,0.013249,250.110737,520,0,512,0,0
"Fftw","Inplace","Real","float",1,"powerof2",128,0,0,7,5,"Success",0.097914,119.263342,131.104221,0.002792,0.023624,0.019374,0.001333,0.014749,250.545348,520,0,512,0,0
"Fftw","Inplace","Real","float",1,"powerof2",128,0,0,8,5,"Success",0.088413,119.48471,130.956392,0.003166,0.020791,0.014749,0.001167,0.015458,250.602555,520,0,512,0,0
"Fftw","Inplace","Real","float",1,"powerof2",128,0,0,9,5,"Success",0.062039,119.143179,131.894071,0.002583,0.022375,0.021124,0.001416,0.015999,251.181745,520,0,512,0,0
"Fftw","Inplace","Real","float",1,"powerof2",128,0,0,10,5,"Success",0.005542,118.821522,131.659203,0.002417,0.022708,0.014249,0.001208,0.014249,250.560056,520,0,512,0,0
"Fftw","Inplace","Real","float",1,"powerof2",128,0,0,11,5,"Success",0.074706,119.159137,131.732826,0.002583,0.023958,0.019416,0.001292,0.016374,251.04979,520,0,512,0,0
"Fftw","Inplace","Real","float",1,"powerof2",256,0,0,0,6,"Warmup",0.005375,222.377857,235.621192,0.003917,0.035207,0.017291,0.001333,0.016625,458.099462,1032,0,1024,0,0
"Fftw","Inplace","Real","float",1,"powerof2",256,0,0,1,6,"Warmup",0.065539,222.239486,236.6747,0.003333,0.033624,0.01725,0.001542,0.015749,459.069723,1032,0,1024,0,0
"Fftw","Inplace","Real","float",1,"powerof2",256,0,0,2,6,"Success",0.004208,221.742961,236.753781,0.003,0.033999,0.01675,0.001375,0.019207,458.593947,1032,0,1024,0,0
"Fftw","Inplace","Real","float",1,"powerof2",256,0,0,3,6,"Success",0.005583,220.839864,236.162925,0.00375,0.032957,0.0155,0.0015,0.015,457.096535,1032,0,1024,0,0
